Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
15;1001895;Форма банка (без печати работодателя);Другое;1;0.24;женский;0;0;высшее;специалист;>250;0;151;27;Другое;Иная форма;холост / не замужем;;;;;;0;0;0;0;0;1;1;0;10;1;0;0;10;10;0;0;0;0;0;0;0
15;1001915;Форма банка (без печати работодателя);Ремонт;1;0.53;мужской;0;0;ученая степень;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1001935;Форма банка (без печати работодателя);Ремонт;1;0.33;мужской;1;0;ученая степень;менеджер высшего звена;< 50;0;69;34;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1001955;2НДФЛ;Ремонт;1;0.26;женский;1;0;второе высшее;рабочий;>250;3;17;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1001975;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1001995;Форма банка (без печати работодателя);Ремонт;0;0.52;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;54;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002015;Поступление зарплаты на счет;Другое;1;0.15;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002035;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;20;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002055;2НДФЛ;Покупка автомобиля;1;0.35;женский;2;0;среднее-специальное;рабочий;>250;1;88;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002075;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.27;женский;0;0;высшее;менеджер высшего звена;< 50;0;43;30;Другое;ЗАО;гражданский брак;0;0;0;0;0;0;1;0;0;0;0.125;1;7;79;8;0;3;22;76;0;0;0;0;0;0;0
15;1002095;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;1;0;высшее;специалист;>250;0;21;28;Другое;ООО;женат / замужем;2;0;0;0;0;0;1;0;0;0;1;1;0;14;1;1;0;13;13;0;0;0;0;0;0;0
15;1002115;2НДФЛ;Ремонт;0;;женский;1;0;высшее;специалист;;1;9;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002135;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.48;мужской;2;0;среднее;вспомогательный персонал;>250;1;56;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002155;Поступление зарплаты на счет;Покупка автомобиля;0;0.39;мужской;2;0;высшее;специалист;>250;1;35;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002175;2НДФЛ;Другое;1;0.45;мужской;1;0;высшее;вспомогательный персонал;>250;3;127;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002195;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;1;0;высшее;специалист;>250;1;47;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002215;Поступление зарплаты на счет;Покупка мебели;0;0.44;мужской;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002235;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;2;0;среднее-специальное;специалист;>250;1;73;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002255;2НДФЛ;Ремонт;0;0.49;мужской;1;0;незаконченное высшее;специалист;>250;0;44;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002275;Поступление зарплаты на счет;Покупка автомобиля;0;0.44;мужской;0;0;высшее;менеджер среднего звена;>250;0;52;25;Торговля;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002295;Форма банка (без печати работодателя);Ремонт;0;0.34;мужской;0;0;среднее-специальное;вспомогательный персонал;< 50;0;35;37;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002315;Форма банка (без печати работодателя);Ремонт;1;0.54;женский;0;0;высшее;менеджер среднего звена;>250;0;73;32;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0288461538;0;1;0;0;0.625;5;3;101;8;2;0;4;42;1;0;0;0;0;0;0
15;1002335;2НДФЛ;Ремонт;0;0.32;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002355;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>250;0;25;29;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002375;Поступление зарплаты на счет;Ремонт;0;0.12;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002395;2НДФЛ;Ремонт;1;0.43;женский;1;0;высшее;специалист;>250;0;16;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002415;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002435;Поступление зарплаты на счет;Покупка бытовой техники;0;0.38;женский;2;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002455;Поступление зарплаты на счет;Ремонт;1;0.57;мужской;2;0;высшее;рабочий;>250;1;53;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002475;Поступление зарплаты на счет;Ремонт;0;0.58;мужской;0;0;высшее;специалист;< 50;0;107;33;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.4294117647;1;0;0;0;0.2;1;4;97;5;1;1;8;92;1;0;0;0;0;0;0
15;1002495;2НДФЛ;Ремонт;1;0.3;женский;0;0;среднее-специальное;менеджер среднего звена;>250;3;7;43;Другое;ООО;холост / не замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
15;1002515;2НДФЛ;Ремонт;0;0.26;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002535;Форма банка (без печати работодателя);Ремонт;1;0.08;мужской;1;0;высшее;менеджер среднего звена;>250;0;77;31;Информационные технологии;ООО;женат / замужем;1;1;1;1;0;0;1;0;0;0;1;2;0;22;2;2;0;14;15;0;0;0;0;0;0;0
15;1002555;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;2;0;среднее-специальное;рабочий;>250;0;6;30;Другое;ООО;женат / замужем;1;1;0;0;0;0;0;1;0;0;0.4;2;3;39;5;2;0;3;25;0;0;0;0;0;0;0
15;1002575;2НДФЛ;Ремонт;1;0.33;мужской;0;0;высшее;менеджер высшего звена;< 50;0;124;34;Другое;ЗАО;женат / замужем;3;1;1;1;1;0;1;0;0;0;0;1;0;42;1;1;0;78;78;0;0;0;0;0;0;0
15;1002595;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.31;женский;1;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002615;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.4;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;12;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002635;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002655;Поступление зарплаты на счет;Покупка земли;0;0.35;мужской;1;0;высшее;специалист;>250;0;37;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002675;Поступление зарплаты на счет;Ремонт;1;0.59;женский;2;0;высшее;специалист;>250;0;164;41;Другое;ОАО;разведен / разведена;1;1;1;1;1;0;0;0;0;0;0.125;1;7;136;8;1;1;14;70;0;0;0;0;0;0;0
15;1002695;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;70;57;Другое;ООО;женат / замужем;0;0;0;0;0;0.0053475936;0;1;0;0;0.5;4;4;186;8;3;2;3;48;1;0;0;0;0;0;0
15;1002715;Форма банка (без печати работодателя);Ремонт;0;0.57;женский;0;0;среднее;вспомогательный персонал;>250;0;89;47;Торговля;ООО;женат / замужем;1;1;0;0;0;0.1;1;0;0;0;0.6666666667;4;2;99;6;2;2;21;42;1;0;0;0;0;0;0
15;1002735;Форма банка (без печати работодателя);Покупка земли;0;0.16;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002755;2НДФЛ;Ремонт;0;0.19;мужской;0;0;высшее;специалист;>250;0;79;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002775;Поступление зарплаты на счет;Покупка автомобиля;0;0.13;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;103;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002795;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;высшее;менеджер среднего звена;>250;0;96;40;Торговля;ЗАО;женат / замужем;1;0;0;0;0;0.0072463768;1;1;0;0;0.5833333333;7;5;137;12;4;0;3;93;1;0;0;0;0;0;0
15;1002815;Поступление зарплаты на счет;Ремонт;1;0.39;мужской;1;0;высшее;вспомогательный персонал;>250;0;8;40;Торговля;ООО;женат / замужем;0;0;0;0;0;0.2485207101;0;0;0;0;0.3333333333;3;3;127;6;2;0;21;94;1;1;0;0;0;0;0
15;1002835;2НДФЛ;Покупка недвижимости/ строительство;1;0.25;мужской;1;0;высшее;вспомогательный персонал;>250;0;319;47;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002855;Форма банка (без печати работодателя);Ремонт;1;0.52;женский;0;0;среднее-специальное;рабочий;>250;0;295;52;Торговля;ОАО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0.25;2;6;169;8;1;1;16;89;0;0;0;0;0;0;0
15;1002875;Поступление зарплаты на счет;Ремонт;0;0.31;женский;0;0;высшее;вспомогательный персонал;>250;0;59;25;Юридические услуги;Иная форма;холост / не замужем;1;1;1;0;0;0.0804597701;0;0;0;0;0.2857142857;2;5;80;7;1;0;10;67;1;1;0;0;0;0;0
15;1002895;2НДФЛ;Ремонт;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;0;9;25;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002915;Форма банка (без печати работодателя);Ремонт;1;0.33;женский;2;0;среднее;рабочий;>250;0;96;39;Торговля;ООО;разведен / разведена;1;0;0;0;0;0.7368421053;0;0;0;0;0;0;7;40;7;0;2;54;92;1;1;1;1;0;0;0
15;1002935;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;0;8;36;Сельское и лесное хозяйство;ООО;женат / замужем;0;0;0;0;0;0.012345679;0;0;0;0;0.5;1;1;80;2;0;0;58;84;1;0;0;0;0;0;0
15;1002955;;Ремонт;0;;женский;2;0;высшее;другое;;1;67;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1002975;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.58;мужской;2;0;высшее;менеджер среднего звена;>250;0;15;32;Другое;ЗАО;женат / замужем;2;1;1;0;0;0.0633802817;0;0;0;0;1;4;0;133;4;1;0;10;58;1;0;0;0;0;0;0
15;1002995;Форма банка (без печати работодателя);Ремонт;1;0.1;женский;2;0;высшее;специалист;>250;0;42;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003015;Форма банка (без печати работодателя);Обучение;1;0.51;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;180;42;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003035;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;1;0;Высшее/Второе высшее/Ученая степень;другое;< 50;0;57;43;Другое;ООО;женат / замужем;1;1;0;0;0;0.0765306122;1;0;0;0;0.5;4;4;181;8;1;2;20;49;1;0;0;0;0;0;0
15;1003055;Свободная форма с печатью работодателя;Ремонт;0;0.59;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;25;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003075;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003095;Поступление зарплаты на счет;Покупка автомобиля;1;0.4;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;187;50;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.6666666667;2;1;21;3;1;0;5;58;0;0;0;0;0;0;0
15;1003115;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;мужской;1;0;высшее;менеджер среднего звена;>250;0;12;30;Торговля;ООО;женат / замужем;1;0;0;0;0;0.1090909091;1;0;0;0;0.5;2;2;49;4;1;0;13;34;1;0;0;0;0;0;0
15;1003135;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.5;мужской;1;0;среднее-специальное;рабочий;>250;0;81;38;Торговля;ООО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;0;0;2;75;2;0;2;71;81;0;0;0;0;0;0;0
15;1003155;Поступление зарплаты на счет;Ремонт;1;0.41;мужской;0;0;высшее;специалист;>250;0;90;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003175;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;специалист;>250;0;11;25;Торговля;ООО;холост / не замужем;3;2;2;0;0;0.2272727273;0;1;1;1;0.6666666667;2;1;17;3;1;0;0;22;1;0;0;0;0;0;0
15;1003195;Поступление зарплаты на счет;Ремонт;1;0.24;мужской;2;0;среднее;менеджер среднего звена;>250;0;92;32;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.15625;0;1;0;0;0.6666666667;2;1;27;3;1;0;5;78;1;0;0;0;0;0;0
15;1003215;Форма банка (без печати работодателя);Покупка автомобиля;0;0.12;мужской;2;0;высшее;менеджер среднего звена;>250;0;223;42;Торговля;ОАО;женат / замужем;1;1;1;1;1;0.0151515152;1;0;0;0;0;0;6;65;6;0;4;6;100;1;0;0;0;0;0;0
15;1003235;Поступление зарплаты на счет;Ремонт;0;0.28;женский;1;0;второе высшее;специалист;>250;1;80;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003255;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.33;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003275;Поступление зарплаты на счет;Ремонт;1;0.49;женский;1;0;высшее;вспомогательный персонал;>250;0;40;42;Торговля;ЗАО;женат / замужем;1;1;1;1;1;0.0677966102;0;0;0;0;0.25;1;3;55;4;1;0;9;74;1;0;0;0;0;0;0
15;1003295;Свободная форма с печатью работодателя;Ремонт;0;0.41;мужской;0;0;высшее;рабочий;>250;0;25;49;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003315;Форма банка (без печати работодателя);Ремонт;0;0.37;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003335;Поступление зарплаты на счет;Отпуск;1;0.26;женский;0;0;высшее;специалист;>250;0;108;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003355;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;0;0;высшее;специалист;>250;1;8;26;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0;0;2;1;0;0.6;3;2;22;5;1;0;2;31;0;0;0;0;0;0;0
15;1003375;2НДФЛ;Ремонт;0;0.48;мужской;1;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003395;2НДФЛ;Ремонт;1;0.59;женский;1;0;среднее-специальное;вспомогательный персонал;>250;1;63;42;Торговля;ЗАО;гражданский брак;1;1;0;0;0;0;0;0;0;0;0.2;1;4;72;5;0;1;11;31;0;0;0;0;0;0;0
15;1003415;2НДФЛ;Отпуск;1;0.37;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003435;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.33;мужской;0;0;высшее;специалист;>250;0;50;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003455;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;2;0;среднее-специальное;рабочий;>250;1;15;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1003475;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;48;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
